,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
3829,Chain: Collaborate On MyVideo Story/Group Video,95789056,0.0,35,4.5,12+,Social Networking,1
3830,Face on Face,1736704,0.99,0,0.0,4+,Entertainment,24
3831,Kick Hero,107540480,0.0,733,4.5,9+,Games,1
3832,Path of War,88379392,0.0,377,4.5,12+,Games,6
3833,Blink Health,38117376,0.0,1198,5.0,17+,Medical,9
3834,Clouds & Sheep 2 Premium,299395072,3.99,1,4.0,4+,Games,14
3835,Dawnbringer,799076352,0.0,238,3.5,12+,Games,1
3836,Honest App: Shop baby & diaper products,121671680,0.0,3173,5.0,4+,Shopping,1
3837,街机游戏厅 - 电玩游戏合集火爆改版,256049152,0.99,0,0.0,12+,Games,1
3838,乐享动-有运动音乐推荐的计步器,104727552,0.0,0,0.0,4+,Health & Fitness,3
3839,"It Girl Story - Styling, Fashion & Celebrity Life",931567616,0.0,3537,4.5,4+,Games,11
3840,Circle Boom,14546944,0.0,7,1.5,4+,Games,1
3841,Donut vs Donut,85999616,0.99,16,4.5,4+,Games,1
3842,KORG iDS-10,88055808,19.99,52,4.0,4+,Music,2
3843,Swapperoo,24163328,1.99,361,4.0,4+,Games,1
3844,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),55037952,0.0,3,3.5,4+,Games,4
3845,Wonder Tactics,653022208,0.0,730,4.5,12+,Games,12
3846,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,51475456,0.0,0,0.0,12+,Book,1
3847,闇金クリッカー,41996288,0.0,0,0.0,4+,Games,1
3848,Special Air Wing - Flight Simulator,250717184,2.99,138,4.0,9+,Games,1
3849,King Tongue,422011904,1.99,255,4.5,9+,Games,1
3850,Butt Sworkit - Free Workout Trainer to tone & lift,58649600,0.0,960,5.0,4+,Health & Fitness,12
3851,Rapala Fishing - Daily Catch,201266176,0.0,1666,4.5,4+,Games,1
3852,Recontact: Istanbul,289065984,0.99,14,3.5,4+,Games,31
3853,Plants vs. Zombies™ Heroes,153967616,0.0,16305,4.5,9+,Games,10
3854,Dr. Panda's Carnival,245165056,2.99,49,3.5,4+,Education,17
3855,腾讯WiFi管家-手机安全免费WiFi,32029696,0.0,8,4.0,4+,Utilities,1
3856,Find–the–Line,458349568,2.99,181,4.5,4+,Games,1
3857,Moto x3m,57729024,0.99,53,4.5,9+,Games,16
3858,PAC-MAN Bounce - Puzzle Adventure,359372800,0.0,392,4.0,4+,Games,1
3859,The Everything Machine by Tinybop,226968576,2.99,141,4.0,4+,Education,58
3860,The Earth by Tinybop,491725824,2.99,173,4.0,4+,Education,58
3861,Oddworld: Munch's Oddysee,712294400,2.99,200,4.5,12+,Games,1
3862,Star Trek Timelines,161198080,0.0,4721,4.0,12+,Games,1
3863,Minecraft: Story Mode,1089228800,0.0,20621,4.0,9+,Games,1
3864,Thumb Drift - Furious One Touch Car Racing,184078336,0.0,6051,4.5,4+,Games,12
3865,Picolo drinking game,35566592,0.0,227,5.0,17+,Entertainment,6
3866,Deliveroo: Restaurant Delivery - Order Food Nearby,62734336,0.0,1702,4.5,12+,Food & Drink,9
3867,Craft The World - Episodes Edition,222253056,0.99,4,5.0,9+,Games,9
3868,Abzorb,57837568,2.99,76,3.5,4+,Games,1
3869,Hit the Button Math,13328384,2.99,1,5.0,4+,Education,1
3870,Supermarket Girl - Shopping Fun!,91478016,0.0,1354,4.5,4+,Games,11
3871,Super Stickman Golf 3,132153344,0.0,1593,4.5,4+,Games,11
3872,Pixel Dungeon,48006144,2.99,152,4.5,9+,Games,1
3873,Ookujira - Giant Whale Rampage,47969280,0.0,878,4.5,9+,Games,13
3874,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,223020032,0.0,0,0.0,4+,Games,1
3875,PAC-MAN 256 - Endless Arcade Maze,145424384,0.0,23015,4.5,4+,Games,11
3876,Little Farmers - Tractors and Harvesters for Kids,286941184,1.99,29,3.0,4+,Education,18
3877,转转-更专业的二手闲置交易平台,78624768,0.0,23,2.5,4+,Shopping,1
3878,"S, - Puzzle Game With Create Level Feature",28254208,0.0,0,0.0,4+,Games,4
3879,Project Color™ by The Home Depot,47817728,0.0,490,2.5,4+,Lifestyle,1
3880,"Please, Don't Touch Anything",57004032,4.99,379,4.0,9+,Games,1
3881,Trivia Crack Kingdoms,237295616,0.0,3250,4.0,4+,Games,21
3882,Proton Pulse for Google Cardboard,194486272,2.99,32,4.5,4+,Games,1
3883,Baseball Highlights 2045,135406592,3.99,278,4.5,4+,Games,1
3884,BLEACH Brave Souls,181778432,0.0,4815,4.5,12+,Games,3
3885,Fancy Makeup Shop - Brush & Blush,106096640,0.0,425,4.0,4+,Games,11
3886,Bridge Rider,99517440,0.0,25,4.0,4+,Games,1
3887,Double Juggle,102620160,0.0,1105,4.5,4+,Games,1
3888,Ellipsis - Touch. Explore. Survive.,144324608,4.99,23,4.5,4+,Games,32
3889,Auto Warriors - Tactical Car Combat,1107044352,0.0,352,4.0,12+,Games,1
3890,Animal Jam - Play Wild!,620323840,0.0,26990,4.5,9+,Games,5
3891,Ultimate Wolf Simulator,138526720,0.99,2737,4.5,9+,Games,1
3892,VPN Express,10645504,0.0,14,4.5,4+,Reference,2
3893,TexMoji,11371520,1.99,628,2.0,4+,Utilities,1
3894,The Cat in the Hat - Read & Learn - Dr. Seuss,48586752,3.99,43,4.5,4+,Book,1
3895,Brain Dots - Draw and solve! Brain Training Game,53430272,0.0,5469,4.5,4+,Games,1
3896,Olympus Rising,126610432,0.0,7072,4.5,12+,Games,10
3897,Mikey Jumps,46831616,0.0,148,4.0,4+,Games,14
3898,Sky Viper Video Viewer,232875008,0.0,105,3.0,4+,Entertainment,1
3899,お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,16020480,0.0,0,0.0,4+,Catalogs,1
3900,一起作业学生端-中小学霸口袋学习辅导助手,63421440,0.0,91,4.0,4+,Education,2
3901,The 7 Second Challenge,40531968,1.99,1838,5.0,4+,Games,1
3902,Mon Espace - Pôle emploi,111504384,0.0,11,5.0,4+,Business,1
3903,DragonBox Numbers,347035648,7.99,26,5.0,4+,Education,8
3904,Army of Heroes,153125888,0.0,1235,4.5,12+,Games,33
3905,Human Resource Machine,68730880,4.99,497,4.5,9+,Games,16
3906,Oops You Died,338048000,0.0,54,4.5,9+,Games,1
3907,FUT Wager,43257856,1.99,33,3.5,17+,Sports,10
3908,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,15470592,3.99,448,2.0,4+,Health & Fitness,1
3909,Frozen Frenzy Mania: Challenging Match 3 Games,296790016,0.0,4104,4.5,4+,Games,1
3910,Trick Pix - Magic & Prank Camera,17825792,1.99,13,3.0,4+,Entertainment,1
3911,Glowing Snake King - Anaconda Diep War Battle Game,29124608,0.0,2554,4.5,4+,Games,16
3912,The Battle of Polytopia,36184064,0.0,3757,4.5,12+,Games,1
3913,Youtubers Life - Gaming Channel,910734336,8.99,451,4.0,4+,Games,1
3914,Soda Dungeon,74728448,0.0,5717,4.5,12+,Games,1
3915,奇幻射击2,238636032,0.99,0,0.0,9+,Games,1
3916,Ice Queen Prom Salon: Princess Makeover Girls Game,73683968,1.99,11,3.5,4+,Games,1
3917,Dear Diary - Interactive Story,74420224,0.0,8922,4.5,4+,Games,3
3918,Ear Age Diagnosis,5113856,0.0,0,0.0,4+,Games,2
3919,Spellbinders,152692736,0.0,1245,4.0,9+,Games,1
3920,BADLAND 2,124445696,3.99,898,4.5,9+,Games,13
3921,LEGO® NEXO KNIGHTS™ : MERLOK 2.0,576817152,0.0,837,4.0,9+,Games,22
3922,The Game - Play ... as long as you can!,52744192,2.99,41,4.5,9+,Games,2
3923,Athletics 2: Summer Sports,243613696,1.99,333,4.5,4+,Games,1
3924,Mix+Smash: Marvel Super Hero Mashers,484895744,0.0,1050,4.5,4+,Entertainment,6
3925,VOEZ,299850752,0.0,2508,4.5,4+,Games,1
3926,Toy Blocks Game for Brain Traning -TSUMIKI-,97424384,0.0,0,0.0,4+,Games,5
3927,Fieldrunners Attack!,276512768,0.0,1984,3.5,9+,Games,1
3928,Capital One CreditWise - Credit score and report,64735232,0.0,1019,4.5,4+,Finance,1
3929,Lost Frontier,159918080,2.99,153,4.0,12+,Games,1
3930,Hungry Babies Mania,207542272,0.0,7075,4.5,4+,Games,1
3931,"Whink - Note taking, Annotate & Record Lectures",76367872,4.99,110,4.0,4+,Productivity,4
3932,暴打三国志-经典RPG角色扮演动作卡牌策略手游,134074368,0.0,0,0.0,9+,Games,1
3933,多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,82006016,0.0,0,0.0,17+,Games,1
3934,RollerCoaster Tycoon® 3,701620224,4.99,1334,4.0,4+,Games,6
3935,Shadow Bug,246233088,3.99,978,4.5,12+,Games,11
3936,Bullet Force,501043200,0.0,9289,4.5,17+,Games,1
3937,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,511979520,0.0,1,4.0,12+,Games,1
3938,Futurama: Game of Drones,385683456,0.0,8394,4.5,12+,Games,45
3939,Vault!,135558144,0.0,1203,4.5,9+,Games,1
3940,FreeVRPlayer,7944192,0.0,134,2.5,4+,Photo & Video,1
3941,Peppa Pig: Golden Boots,986284032,2.99,28,3.5,4+,Education,3
3942,Colorfy: Coloring Book for Adults,124185600,0.0,247809,4.5,4+,Entertainment,13
3943,Snapimals: Discover & Snap Amazing & Cute Animals!,221279232,0.0,11060,4.5,4+,Games,1
3944,一言-记录字句，发现共鸣,32125952,0.99,0,0.0,12+,Social Networking,2
3945,空格－更优秀的个人技能交易平台,46157824,0.0,0,0.0,17+,Lifestyle,2
3946,Battlevoid: Harbinger,108232704,0.99,374,4.5,12+,Games,1
3947,Stickman Football,47736832,0.0,429,4.0,4+,Games,1
3948,Syberia 2 (FULL),1563693056,4.99,58,4.0,12+,Games,6
3949,World Chef: Restaurant & Cooking Game,136355840,0.0,29886,4.5,12+,Games,12
3950,Dream League Soccer 2017,359676928,0.0,66004,4.5,4+,Games,12
3951,My Singing Monsters: Dawn of Fire,149613568,0.0,7749,4.5,4+,Games,1
3952,GIPHY KEYS. The GIF Keyboard,51138560,0.0,138,3.5,12+,Utilities,1
3953,Ultimate Shark Simulator,143093760,0.99,256,4.0,9+,Games,1
3954,Ultimate Lion Simulator,149815296,0.99,763,4.5,12+,Games,1
3955,Ultimate Dinosaur Simulator,153828352,0.99,1079,3.5,9+,Games,1
3956,Design Home,173576192,0.0,23298,4.5,4+,Games,1
3957,Ultimate Horse Simulator,153812992,0.99,958,4.5,9+,Games,1
3958,Ultimate Dragon Simulator,157528064,0.99,806,4.5,12+,Games,1
3959,BestieBox,48274432,0.0,0,0.0,4+,Social Networking,5
3960,The Abandoned,254512128,1.99,26,4.5,17+,Games,2
3961,NOISE,99423232,0.0,355,3.0,4+,Music,0
3962,Splash Pop,291697664,0.0,63,4.0,12+,Games,6
3963,WSwitch for Belkin WeMo,4703232,1.99,138,2.5,4+,Utilities,1
3964,QB Hero,29577216,0.0,304,4.5,9+,Games,1
3965,Green Eggs and Ham - Read & Learn - Dr. Seuss,46465024,3.99,207,5.0,4+,Book,1
3966,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,40559616,1.99,82,4.5,4+,Book,1
3967,Disney Jigsaw Puzzles!,107602944,0.0,1546,4.5,4+,Games,4
3968,Spanish SOLO: Learn Spanish With Lessons On The Go,75766784,0.0,275,4.5,9+,Education,1
3969,9回裏だけ甲子園,31092736,0.0,0,0.0,4+,Games,2
3970,ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,49234944,0.0,0,0.0,4+,Games,1
3971,激ムズ！ねこ階段,123645952,0.0,1,5.0,9+,Entertainment,1
3972,Tap Quest : Gate Keeper,172115968,0.0,1252,4.5,4+,Games,4
3973,Give It Up! 2,165923840,0.0,453,4.0,4+,Games,8
3974,Would You Rather?,33028096,0.0,6479,4.5,12+,Games,2
3975,GYMONDO – Fitness Training für Zuhause,133136384,0.0,0,0.0,4+,Health & Fitness,2
3976,【明星恋爱】偶像之路TIME TO STAR,201411584,0.99,12,5.0,4+,Games,1
3977,AGT: America's Got Talent Official App on NBC,24906752,0.0,367,3.0,4+,Entertainment,1
3978,Digit: Save Money Without Thinking About It,68513792,0.0,1506,3.5,4+,Finance,1
3979,Precision Ukulele Tuner - with Chords & Metronome,49049600,1.99,105,4.5,4+,Music,1
3980,Sputnik Eyes,65553408,1.99,309,4.0,4+,Games,1
3981,Sideline - 2nd Phone Number,133328896,0.0,7907,4.5,4+,Business,1
3982,Bakery Story 2,173878272,0.0,5753,4.0,4+,Games,1
3983,METAL SLUG ATTACK,106136576,0.0,1324,4.5,12+,Games,2
3984,Zen Brush 2,69114880,2.99,114,4.5,4+,Entertainment,2
3985,Don't Starve: Pocket Edition,403637248,4.99,3742,4.0,9+,Games,1
3986,口袋苍穹-首日送萧炎，重返斗气大陆,156032000,0.0,0,0.0,17+,Games,1
3987,全民坦克联盟—坦克帝国官方正版,124522496,0.0,7,4.5,4+,Games,1
3988,Cat Kitty Kitten Coloring Pages - Free Girl Games,39411712,0.0,10278,4.5,4+,Games,2
3989,Tropical Wars - Pirate Battles,110904320,0.0,1465,4.5,12+,Games,5
3990,网商银行,107292672,0.0,0,0.0,4+,Finance,1
3991,Video Smith - A Powerful video editing tool set,39056384,0.0,1,5.0,4+,Photo & Video,2
3992,_PRISM,400202752,2.99,648,4.5,4+,Games,1
3993,Hoodclips,15900672,0.0,346,4.0,17+,Entertainment,1
3994,Star Cheerleader - High School Tryouts,222483456,0.0,263,4.0,4+,Games,11
3995,Heroki,373096448,4.99,225,4.0,9+,Games,1
3996,KSI Unleashed,456900608,0.0,854,5.0,17+,Games,1
3997,Peanuts: Snoopy's Town Tale,95766528,0.0,4260,3.5,4+,Games,45
3998,SelfieCity,71816192,0.0,252,5.0,4+,Photo & Video,5
3999,Fontmania - Add Artworks & Text to Your Photos!,37767168,4.99,1249,4.5,4+,Photo & Video,11
4000,Sago Mini Trucks and Diggers,109857792,2.99,37,4.0,4+,Education,1
4001,Monkey Preschool Animals,126582784,2.99,5,4.5,4+,Education,1
4002,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,295681024,0.0,199,4.0,4+,Games,1
4003,操作しやすいナンプレ！目に優しい パズルゲーム 800問,65695744,0.0,0,0.0,4+,Games,2
4004,Pokémon Shuffle Mobile,106076160,0.0,5805,4.5,4+,Games,7
4005,BuriedTown - World's First Doomsday Survival Themed Game,60974080,0.99,118,4.0,9+,Games,13
4006,Tank Battle: Blitzkrieg,217393152,1.99,19,3.5,12+,Games,1
4007,A Color Story,39306240,0.0,2436,4.5,4+,Photo & Video,1
4008,USPS StampApp for iPad,47478784,9.99,15,2.5,4+,Reference,1
4009,ZAKER 专业版,75351040,0.99,0,0.0,12+,News,3
4010,PAW Patrol Pups to the Rescue,757837824,1.99,22,2.5,4+,Education,1
4011,PAW Patrol Pups to the Rescue HD,757911552,1.99,142,3.0,4+,Education,1
4012,シロクマ先生のゆるくない英文法,224096256,11.99,0,0.0,4+,Education,1
4013,麻雀物語３ 役満乱舞の究極大戦,2170589184,9.99,0,0.0,12+,Games,2
4014,Circle Swing,8642560,0.0,2,3.5,4+,Games,1
4015,Paper Train: Traffic,111042560,0.99,20,4.0,4+,Games,1
4016,Shapes & Colors Learning Kids Games for girls 2 +,182903808,2.99,0,0.0,4+,Games,9
4017,360 Degree,332068864,0.0,1460,4.5,4+,Games,21
4018,Marry Me - Perfect Wedding Day!,201636864,0.0,795,4.0,4+,Games,10
4019,Bear,29283328,0.0,891,4.5,4+,Productivity,11
4020,"ipsy - Makeup, subscription and beauty tips",35611648,0.0,17489,5.0,4+,Lifestyle,1
4021,How the Grinch Stole Christmas! - Read & Play,62609408,3.99,49,4.5,4+,Book,1
4022,Gigglebug's Face Race,191375360,2.99,44,3.5,4+,Education,3
4023,Trick Shot,105433088,1.99,816,4.5,4+,Games,1
4024,Viva™ Slots Las Vegas Classic Casino Games,167431168,0.0,58738,4.5,12+,Games,1
4025,Battle Golf,48627712,0.0,455,4.0,9+,Games,1
4026,Stash Invest: Investing & Financial Education,110992384,0.0,1655,4.0,4+,Finance,1
4027,Haywire Hospital,503320576,0.0,285,4.5,12+,Games,4
4028,Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle,57844736,0.0,0,0.0,4+,Games,1
4029,クリアした奴マジ天才,33636352,0.0,0,0.0,4+,Games,2
4030,Kuro no Sekai - It's a Darkness World,90811392,0.0,0,0.0,9+,Games,2
4031,Octodad: Dadliest Catch,303450112,4.99,1752,4.0,9+,Games,8
4032,Transformers Rescue Bots: Save Griffin Rock,1491860480,3.99,47,2.5,4+,Book,1
4033,YouTube Music,114122752,0.0,7109,3.5,17+,Music,1
4034,Disney Emoji Blitz,257001472,0.0,41036,4.5,4+,Games,10
4035,Skylanders SuperChargers,1322848256,0.0,1296,4.0,9+,Games,1
4036,Osmo Numbers,205487104,0.0,52,4.0,4+,Games,12
4037,Space Grunts,61841408,3.99,58,4.0,12+,Games,1
4038,Color•多彩手帐,81757184,0.0,485,5.0,9+,Lifestyle,10
4039,Ultimate Fox Simulator,139665408,0.99,1112,4.0,9+,Games,1
4040,Dictionnaire Le Robert Mobile : 4 en 1,69587968,7.99,1,5.0,4+,Reference,1
4041,boohoo.com,14284800,0.0,655,4.5,4+,Shopping,1
4042,Tweetbot 4 for Twitter,12481536,9.99,2213,4.0,17+,Social Networking,7
4043,Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),1488330752,6.99,9,4.5,9+,Games,4
4044,Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),1279516672,2.99,4,3.0,9+,Games,4
4045,DinoTrek VR Experience,498358272,0.99,73,4.0,4+,Entertainment,1
4046,Game Studio Tycoon 2: Next Gen Developer,249491456,3.99,110,4.0,4+,Games,1
4047,激ムズ！ねこじゃんぷ２,49191936,0.0,1,5.0,9+,Games,4
4048,Lost in Harmony,207105024,0.0,1002,4.5,9+,Games,17
4049,Athletics 2: Summer Sports - Free,243888128,0.0,2541,4.5,4+,Games,1
4050,Flow Speed Control ● Professional Edition,104204288,1.99,83,4.5,4+,Photo & Video,21
4051,Little Nugget® - capture pregnancy & baby pics,76221440,2.99,4006,4.5,4+,Photo & Video,1
4052,Hey Duggee: The Big Badge App,177739776,2.99,11,4.0,4+,Games,1
4053,Moodnotes - Thought Journal / Mood Diary,54482944,3.99,625,5.0,12+,Health & Fitness,1
4054,"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard",169833472,2.99,128,4.0,4+,Utilities,1
4055,Simply Piano by JoyTunes - Learn & play piano,185430016,0.0,2925,4.5,4+,Education,11
4056,V LIVE - Broadcasting App,84481024,0.0,937,3.5,4+,Entertainment,8
4057,Rayman Classic,191037440,0.0,293,4.5,9+,Games,10
4058,The Martian: Official Game,74873856,0.99,259,4.0,9+,Games,3
4059,House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),1170735104,6.99,75,3.5,9+,Games,4
4060,戦え！プリンセスドール,69612544,0.0,0,0.0,17+,Games,1
4061,Smashy Road: Wanted,200108032,0.0,53162,4.5,9+,Games,1
4062,Colorfly : Coloring Book for Adults - Free Games,61465600,0.0,21472,4.5,4+,Games,3
4063,Team USA App,42460160,0.0,101,2.5,4+,Sports,1
4064,MyDx One: Find a Strain that Works for You,38659072,0.0,29,4.0,17+,Medical,1
4065,DragonSoul RPG,212710400,0.0,7681,4.5,9+,Games,17
4066,VERSUS: The Lost Ones,41671680,3.99,423,5.0,12+,Games,1
4067,Deus Ex GO - Puzzle Challenge,293599232,4.99,1385,4.5,12+,Games,10
4068,MINE［マイン］ファッション/コーディネート動画アプリ,54054912,0.0,0,0.0,4+,Catalogs,2
4069,wetter.com,192418816,0.0,0,0.0,4+,Weather,2
4070,Cloud Chasers - A Journey of Hope,277534720,3.99,36,3.5,12+,Games,1
4071,League of Stickmen VIP Edition,192278528,1.99,391,4.5,9+,Games,5
4072,Asymmetric,76766208,1.99,0,0.0,4+,Games,5
4073,ColorArt: Coloring Book For Adults,90105856,0.0,15797,4.5,4+,Entertainment,1
4074,KOMRAD,69795840,0.0,94,4.5,9+,Games,1
4075,Pinball Breaker Forever,34252800,0.0,190,4.5,4+,Games,2
4076,Dust: An Elysian Tail,977829888,5.99,884,4.5,9+,Games,1
4077,C CHANNEL -Watch tips & tricks videos for girls,58049536,0.0,21,5.0,12+,Photo & Video,8
4078,Superhero Girl Salon: Kids Makeup and Dressup Game,95607808,1.99,16,4.5,4+,Games,1
4079,Bob's Burgers Pinball,48860160,1.99,43,4.5,4+,Games,1
4080,Shopkins Magazine - once you shop…you can’t stop!,19676160,0.99,129,3.0,4+,Games,1
4081,片手キーボードPRO,105982976,2.99,0,0.0,4+,Utilities,1
4082,I Keep Having This Dream,69058560,1.99,79,4.5,9+,Games,1
4083,Tangled Up! - Valentine Special,191583232,0.0,16,4.0,4+,Games,7
4084,FINAL FANTASY VII,1938644992,15.99,1421,4.0,12+,Games,5
4085,Bridge Constructor Stunts,140593152,1.99,75,4.0,4+,Games,13
4086,Circa Infinity,138744832,1.99,56,5.0,9+,Games,1
4087,Gogo Entertainment,16390144,0.0,1482,2.0,12+,Travel,4
4088,Attack Heroes,915254272,0.99,12,5.0,9+,Games,1
4089,a. - Physical Simulation Puzzle Game,49728512,0.0,2,5.0,4+,Games,2
4090,Cat-A-Pult: Endless stacking of 8-bit kittens,100000768,0.0,141,4.0,4+,Games,1
4091,Dawn of Gods,230893568,0.0,833,4.5,9+,Games,33
4092,SPL-T,110900224,2.99,124,4.0,4+,Games,12
4093,狼人之夜,30931968,0.99,15,4.5,12+,Social Networking,1
4094,Witches' Legacy: The Dark Throne HD (Full),2116109312,6.99,52,3.0,9+,Games,4
4095,Fear for Sale: Endless Voyage HD - A Mystery Hidden Object Game (Full),1921634304,6.99,66,4.0,9+,Games,5
4096,Nebraska Huskers for iPad 2015,31588352,9.99,2,1.0,4+,Sports,1
4097,Exodus,40820736,0.0,62,3.0,4+,Games,1
4098,Maim Street,174329856,0.0,99,4.5,12+,Games,1
4099,Sorted - Quickly Organise Your Day,101574656,7.99,69,4.0,4+,Productivity,7
4100,"SNOW - Selfie, Motion sticker, Fun camera",119274496,0.0,1115,4.0,4+,Photo & Video,5
4101,Beat da Beat,262926336,0.99,301,5.0,9+,Games,1
4102,Zombie Anarchy: Survival Strategy Game,255653888,0.0,1768,4.5,17+,Games,15
4103,Periodic Table Chemistry,34300928,6.99,0,0.0,4+,Education,1
4104,Infinite Skater,257843200,0.0,360,4.0,4+,Games,1
4105,Land Sliders,124692480,0.0,4142,4.5,9+,Games,14
4106,アイドルの姫　-わたしの青春マテリアル-,105643008,0.0,0,0.0,4+,Games,1
4107,Fruit Pop! Puzzles in Paradise - Fruit Pop Sequel,155375616,0.0,261,4.5,4+,Games,1
4108,开挂江湖-Q版武侠挂机,98246656,0.0,0,0.0,9+,Games,1
4109,Women's Health: 1500 Kalorien Tag,70312960,1.99,0,0.0,4+,Food & Drink,1
4110,Final Cut: The True Escapade HD - A Hidden Object Mystery Game (Full),905351168,6.99,19,4.0,9+,Games,5
4111,Mystery Tales: The Twilight World HD - A Hidden Object Adventure (Full),1563414528,6.99,6,3.0,9+,Games,4
4112,Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),1556369408,2.99,2,2.5,9+,Games,4
4113,Read4Kids - Kids learn to read in 20 easy lessons,34612224,2.99,27,4.0,4+,Education,1
4114,Five Nights at Freddys 4,50814976,2.99,5478,4.5,12+,Games,1
4115,Burger – The Game,14188544,0.0,1179,4.5,9+,Games,1
4116,全国マルチ掲示板 for モンスト！〜タスカンと運極ができるアプリ〜,39042048,0.0,0,0.0,12+,Entertainment,1
4117,俺と鬼嫁の100日戦記,37478400,0.0,3,4.5,4+,Games,1
4118,Dr. Panda Candy Factory,298553344,2.99,46,4.0,4+,Education,12
4119,Foodo World,265895936,2.99,7,3.0,4+,Education,32
4120,Dr. Panda Firefighters,230628352,2.99,55,3.5,4+,Education,17
4121,Alliance Wars: World Domination,493512704,0.0,176,5.0,12+,Games,1
4122,T-Rex Simulator,142795776,0.99,24,3.5,12+,Games,1
4123,Disc Golf Game,233364480,3.99,85,4.5,4+,Games,1
4124,浪漫庄园(自由创造你的梦想),97181696,0.0,36,4.5,12+,Games,1
4125,私のヒモ男～イケメン拾いました～恋愛・放置ゲーム,104366080,0.0,26,4.5,17+,Games,1
4126,Hooty Hoo: Bingo Math,34686976,1.99,0,0.0,4+,Education,1
4127,Slash Mobs,249143296,0.0,4179,4.5,9+,Games,1
4128,JCnews - Anime & Game Culture,25467904,0.0,0,0.0,17+,News,31
4129,Dirt Racing Mobile 3D,233611264,3.99,245,4.5,4+,Games,1
4130,myINK sketch,90249216,2.99,0,0.0,17+,Photo & Video,1
4131,OPUS: The Day We Found Earth,245289984,0.0,2491,5.0,4+,Games,1
4132,Cut the Rope,128109568,1.99,151,4.5,4+,Games,11
4133,Cut the Rope HD,255006720,3.99,71,4.5,4+,Games,1
4134,Cut the Rope HD™,125702144,0.0,285,4.0,4+,Games,10
4135,Beneath The Lighthouse,149087232,0.0,526,4.0,9+,Games,1
4136,Goodnight Little Sandman - Bedtime Ritual,555863040,3.99,0,0.0,4+,Education,13
4137,HOOKED - Chat Stories,94545920,0.0,47829,4.5,9+,Book,8
4138,striker – dropping balls,64180224,0.0,0,0.0,4+,Games,5
4139,Punch Club,323284992,4.99,480,4.0,12+,Games,1
4140,Lonely One,206535680,0.0,723,4.5,4+,Games,6
4141,Dictator 2,240695296,0.0,694,3.0,12+,Games,1
4142,Dictator 2: Evolution,239798272,1.99,67,4.0,12+,Games,1
4143,Snug for Instagram - Preview your photos,32174080,0.99,58,2.5,4+,Photo & Video,14
4144,AMC,59480064,0.0,3105,2.0,12+,Entertainment,1
4145,TRUMP Yo'Self! Make Your Hair Great Again!,39518208,0.0,37,4.0,4+,Entertainment,1
4146,Kylie Jenner Official App,51452928,0.0,3111,2.5,12+,Entertainment,1
4147,Stickman Volleyball,179424256,0.99,184,4.5,4+,Games,1
4148,Snail Sleep-Dream Talk Recording,153040896,0.0,19,4.0,4+,Health & Fitness,7
4149,ホラースポット-ghost spot-意味が分かると怖いマップ,39891968,0.0,0,0.0,12+,Navigation,2
4150,My Challenge Tracker,78232576,0.0,3682,5.0,4+,Health & Fitness,1
4151,蚂蚁聚宝—蚂蚁金服旗下投资理财平台,113420288,0.0,14,3.0,12+,Finance,1
4152,VPN Proxy Master - Unlimited WiFi security VPN,27117568,0.0,13674,5.0,4+,Productivity,9
4153,Bouncy Kingdom,114930688,0.0,55,4.5,4+,Games,1
4154,My Town : Hospital,218082304,2.99,186,4.0,4+,Education,1
4155,FRESH! - ログイン不要・高画質で生放送が見放題,95488000,0.0,0,0.0,17+,Entertainment,2
4156,融360-贷款、信用卡、信用报告,80800768,0.0,0,0.0,12+,Finance,1
4157,病みカワカメラ,42884096,0.0,1,5.0,12+,Photo & Video,1
4158,青藍高校リア充部,85194752,0.0,0,0.0,12+,Games,2
4159,女の子の憧れが全てつまったTOKYOリアルコーデアプリ - TOPLOG,81313792,0.0,0,0.0,17+,Lifestyle,2
4160,【放置ゲー】壁ドンしたら人生変わった ～グリモアのキャラ達に壁ドン！？～,45920256,0.0,0,0.0,17+,Games,1
4161,Bits of Sweets,112641024,0.0,2572,4.5,4+,Games,16
4162,BMO Snaps - Adventure Time Photo Game,211572736,2.99,67,4.5,9+,Games,10
4163,Sophia - My Little Sis,138332160,0.0,1193,4.5,4+,Games,11
4164,Magic Rush: Heroes,129245184,0.0,3046,4.5,12+,Games,13
